"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Netherlands","2006","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2006","113078","19"
"Netherlands","2005","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2005","175007","19"
"Netherlands","2005","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2005","134906","19"
"Netherlands","2005","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","163883",""
"Netherlands","2005","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2005","742783","19"
"Netherlands","2005","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","1020858",""
"Netherlands","2005","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2005","156064","19"
"Netherlands","2005","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2005","141321","19"
"Netherlands","2005","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","142834",""
"Netherlands","2005","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2005","168054","19"
"Netherlands","2005","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2005","119263","19"
"Netherlands","2005","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","246318",""
"Netherlands","2005","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2005","106416","19"
"Netherlands","2005","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2005","208455","19"
"Netherlands","2005","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","320677",""
"Netherlands","2005","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2005","108617","19"
"Netherlands","2005","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2005","153679","19"
"Netherlands","2005","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","140847",""
"Netherlands","2005","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2005","180604","19"
"Netherlands","2005","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","199738",""
"Netherlands","2005","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2005","146739","19"
"Netherlands","2005","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","189388",""
"Netherlands","2005","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2005","131816","19"
"Netherlands","2005","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","211359",""
"Netherlands","2005","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2005","118563","19"
"Netherlands","2005","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","254387",""
"Netherlands","2005","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2005","121456","19"
"Netherlands","2005","Total","Both Sexes","Maastricht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","121456",""
"Netherlands","2005","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2005","158215","19"
"Netherlands","2005","Total","Both Sexes","Nijmegen","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","158215",""
"Netherlands","2005","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2005","596407","19"
"Netherlands","2005","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","999347",""
"Netherlands","2005","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","618825",""
"Netherlands","2005","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2005","133978","19"
"Netherlands","2005","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","159217",""
"Netherlands","2005","Total","Both Sexes","The Hague","City proper","Estimate - de jure","Final figure, complete","2005","472096","19"
"Netherlands","2005","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2005","199068","19"
"Netherlands","2005","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","221460",""
"Netherlands","2005","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2005","275258","19"
"Netherlands","2005","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2005","410090",""
"Netherlands","2005","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2005","139817","19"
"Netherlands","2005","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2005","115792","19"
"Netherlands","2005","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2005","111900","19"
"Netherlands","2003","Total","Both Sexes","Almere","City proper","Estimate - de jure","Final figure, complete","2003","165106","19"
"Netherlands","2003","Total","Both Sexes","Amersfoort","City proper","Estimate - de jure","Final figure, complete","2003","131221","19"
"Netherlands","2003","Total","Both Sexes","Amersfoort","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","160219",""
"Netherlands","2003","Total","Both Sexes","AMSTERDAM","City proper","Estimate - de jure","Final figure, complete","2003","736562","19"
"Netherlands","2003","Total","Both Sexes","AMSTERDAM","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","1013147",""
"Netherlands","2003","Total","Both Sexes","Apeldoorn","City proper","Estimate - de jure","Final figure, complete","2003","155741","19"
"Netherlands","2003","Total","Both Sexes","Arnhem","City proper","Estimate - de jure","Final figure, complete","2003","141528","19"
"Netherlands","2003","Total","Both Sexes","Arnhem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","143055",""
"Netherlands","2003","Total","Both Sexes","Breda","City proper","Estimate - de jure","Final figure, complete","2003","164397","19"
"Netherlands","2003","Total","Both Sexes","Dordrecht","City proper","Estimate - de jure","Final figure, complete","2003","120043","19"
"Netherlands","2003","Total","Both Sexes","Dordrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","246187",""
"Netherlands","2003","Total","Both Sexes","Ede","City proper","Estimate - de jure","Final figure, complete","2003","104771","19"
"Netherlands","2003","Total","Both Sexes","Eindhoven","City proper","Estimate - de jure","Final figure, complete","2003","206118","19"
"Netherlands","2003","Total","Both Sexes","Eindhoven","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","308213",""
"Netherlands","2003","Total","Both Sexes","Emmen","City proper","Estimate - de jure","Final figure, complete","2003","108198","19"
"Netherlands","2003","Total","Both Sexes","Enschede","City proper","Estimate - de jure","Final figure, complete","2003","152321","19"
"Netherlands","2003","Total","Both Sexes","Geleen-Sittard","City proper","Estimate - de jure","Final figure, complete","2003","97806","19"
"Netherlands","2003","Total","Both Sexes","Geleen-Sittard","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","141467",""
"Netherlands","2003","Total","Both Sexes","Groningen","City proper","Estimate - de jure","Final figure, complete","2003","177172","19"
"Netherlands","2003","Total","Both Sexes","Groningen","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","196180",""
"Netherlands","2003","Total","Both Sexes","Haarlem","City proper","Estimate - de jure","Final figure, complete","2003","147097","19"
"Netherlands","2003","Total","Both Sexes","Haarlem","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","189902",""
"Netherlands","2003","Total","Both Sexes","Haarlemmermeer","City proper","Estimate - de jure","Final figure, complete","2003","122902","19"
"Netherlands","2003","Total","Both Sexes","Heerlen-Kerkrade","City proper","Estimate - de jure","Final figure, complete","2003","93969","19"
"Netherlands","2003","Total","Both Sexes","Heerlen-Kerkrade","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","214261",""
"Netherlands","2003","Total","Both Sexes","Leiden","City proper","Estimate - de jure","Final figure, complete","2003","117689","19"
"Netherlands","2003","Total","Both Sexes","Leiden","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","253106",""
"Netherlands","2003","Total","Both Sexes","Maastricht","City proper","Estimate - de jure","Final figure, complete","2003","121982","19"
"Netherlands","2003","Total","Both Sexes","Nijmegen","City proper","Estimate - de jure","Final figure, complete","2003","156198","19"
"Netherlands","2003","Total","Both Sexes","Rotterdam","City proper","Estimate - de jure","Final figure, complete","2003","599651","19"
"Netherlands","2003","Total","Both Sexes","Rotterdam","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","1008390",""
"Netherlands","2003","Total","Both Sexes","s-Gravenhage","City proper","Estimate - de jure","Final figure, complete","2003","463826","19"
"Netherlands","2003","Total","Both Sexes","s-Gravenhage","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","627645",""
"Netherlands","2003","Total","Both Sexes","s-Hertogenbosch","City proper","Estimate - de jure","Final figure, complete","2003","132501","19"
"Netherlands","2003","Total","Both Sexes","s-Hertogenbosch","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","157774",""
"Netherlands","2003","Total","Both Sexes","Tilburg","City proper","Estimate - de jure","Final figure, complete","2003","197917","19"
"Netherlands","2003","Total","Both Sexes","Tilburg","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","220427",""
"Netherlands","2003","Total","Both Sexes","Utrecht","City proper","Estimate - de jure","Final figure, complete","2003","265151","19"
"Netherlands","2003","Total","Both Sexes","Utrecht","Urban agglomeration","Estimate - de jure","Final figure, complete","2003","400559",""
"Netherlands","2003","Total","Both Sexes","Zaanstad","City proper","Estimate - de jure","Final figure, complete","2003","139464","19"
"Netherlands","2003","Total","Both Sexes","Zoetermeer","City proper","Estimate - de jure","Final figure, complete","2003","112594","19"
"Netherlands","2003","Total","Both Sexes","Zwolle","City proper","Estimate - de jure","Final figure, complete","2003","109955","19"
"Norway","2014","Total","Both Sexes","OSLO","City proper","Estimate - de jure","Final figure, complete","2015","634293",""
"Norway","2012","Total","Both Sexes","Bergen","City proper","Estimate - de jure","Final figure, complete","2013","265857",""
